Périmètre;Nature;Date;Heures;Consommation;Thermique;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;;
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;00:00;8984;246;11598;157;0;2153;-1595;148;-3723;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;00:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;00:30;8815;242;11721;154;0;2233;-1458;143;-4220;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;00:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;01:00;8576;242;11568;149;0;1771;-1461;143;-3835;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;01:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;01:30;8526;244;11334;138;0;1623;-1457;144;-3500;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;01:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;02:00;8474;233;11187;122;0;1656;-1486;145;-3383;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;02:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;02:30;8529;230;11107;119;0;1580;-1676;143;-2975;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;02:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;03:00;8344;230;10883;114;0;1315;-1786;143;-2556;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;03:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;03:30;8250;230;11015;124;0;1262;-1784;140;-2737;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;03:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;04:00;8022;233;10967;127;0;1225;-1783;141;-2889;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;04:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;04:30;7929;233;10714;122;0;1191;-1783;142;-2690;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;04:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;05:00;7820;233;10679;123;0;1185;-1785;141;-2757;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;05:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;05:30;7859;233;10620;116;0;1178;-1783;139;-2645;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;05:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;06:00;7780;233;10549;112;0;1173;-1783;139;-2642;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;06:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;06:30;7719;233;10653;114;0;1160;-1783;139;-2796;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;06:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;07:00;7666;233;10674;111;0;1176;-1782;141;-2886;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;07:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;07:30;7606;233;10595;110;0;1191;-1786;141;-2878;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;07:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;08:00;7648;233;10580;112;0;1248;-1705;140;-2961;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;08:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;08:30;7508;233;10680;113;0;1247;-1706;142;-3200;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;08:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;09:00;7592;233;10641;109;6;1358;-1780;139;-3113;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;09:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;09:30;7757;233;10782;106;31;1427;-1461;143;-3504;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;09:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;10:00;7857;235;10697;94;55;1521;-1459;144;-3428;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;10:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;10:30;8001;235;10672;99;83;1595;-1460;141;-3365;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;10:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;11:00;8147;236;10787;101;112;1674;-1461;139;-3440;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;11:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;11:30;8309;235;10770;100;135;1912;-1459;142;-3526;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;11:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;12:00;8413;235;10732;90;151;1942;-1458;142;-3422;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;12:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;12:30;8542;235;10726;99;161;2338;-1457;142;-3702;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;12:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;13:00;8727;236;10778;103;165;2518;-1138;142;-4077;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;13:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;13:30;8612;236;10645;98;165;1918;-1138;141;-3453;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;13:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;14:00;8429;236;10677;102;151;1737;-1139;142;-3477;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;14:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;14:30;8294;236;10770;110;132;2275;-1136;140;-4233;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;14:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;15:00;8142;236;10808;122;115;1445;-1775;141;-2949;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;15:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;15:30;8129;236;10800;122;88;1456;-1775;141;-2939;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;15:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;16:00;8177;236;10740;131;61;1518;-1778;140;-2871;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;16:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;16:30;8198;232;10801;136;34;1499;-1776;142;-2870;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;16:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;17:00;8159;232;10751;139;15;1583;-1611;142;-3092;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;17:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;17:30;8473;234;10922;147;7;1676;-891;140;-3762;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;17:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;18:00;8659;234;10916;145;5;1860;-5;141;-4637;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;18:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;18:30;8812;234;10970;157;3;2983;-3;143;-5673;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;18:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;19:00;8875;233;11065;155;1;3047;-3;144;-5767;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;19:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;19:30;8957;234;11081;157;0;3107;-3;144;-5762;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;19:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;20:00;8863;234;11105;161;0;2996;-163;143;-5613;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;20:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;20:30;8771;234;11123;157;0;2408;-165;144;-5129;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;20:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;21:00;8660;235;11157;149;0;2368;-812;144;-4581;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;21:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;21:30;8571;235;11134;157;0;2183;-1454;143;-3827;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;21:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;22:00;8329;235;11035;164;0;1804;-1455;141;-3595;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;22:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;22:30;8543;235;11036;150;0;1814;-1375;145;-3461;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;22:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;23:00;8818;235;11124;139;0;2410;-651;143;-4582;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;23:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;23:30;8913;233;10999;140;0;1619;-675;145;-3549;ND;ND
Auvergne-Rhône-Alpes;Données définitives;01/01/2019;23:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;00:00;8591;233;11117;138;0;1499;-1454;145;-3087;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;00:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;00:30;8372;233;10988;137;0;1369;-1455;143;-3044;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;00:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;01:00;8119;233;10890;141;0;1263;-1700;144;-2853;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;01:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;01:30;8089;233;11045;139;0;1314;-1774;144;-3012;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;01:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;02:00;8128;232;10923;132;0;1177;-1617;144;-2863;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;02:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;02:30;8192;231;11004;136;0;1307;-1539;144;-3091;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;02:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;03:00;8035;231;10642;129;0;1298;-1538;143;-2871;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;03:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;03:30;8032;235;10718;122;0;1424;-1775;143;-2836;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;03:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;04:00;7904;238;10631;136;0;1237;-1774;144;-2708;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;04:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;04:30;7941;241;10685;151;0;1199;-1771;144;-2709;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;04:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;05:00;7967;246;10720;151;0;1260;-1770;145;-2784;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;05:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;05:30;8233;244;11082;154;0;1374;-1455;142;-3308;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;05:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;06:00;8321;243;10906;148;0;1354;-1452;142;-3022;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;06:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;06:30;8540;352;11118;156;0;1899;-1142;143;-3985;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;06:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;07:00;8696;370;11060;169;0;1849;-333;143;-4562;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;07:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;07:30;8914;371;11045;184;0;2015;-295;143;-4550;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;07:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;08:00;9199;411;11122;190;0;2037;-164;141;-4539;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;08:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;08:30;9291;458;11116;191;0;2160;-164;140;-4610;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;08:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;09:00;9476;503;11127;187;13;2405;-165;138;-4731;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;09:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;09:30;9659;547;11189;193;51;3306;-3;141;-5764;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;09:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;10:00;9769;593;11150;191;104;3325;-3;140;-5731;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;10:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;10:30;9767;628;11187;198;164;3518;-3;138;-6062;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;10:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;11:00;9785;630;11142;191;224;3204;-3;139;-5741;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;11:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;11:30;9850;630;11145;180;272;3035;-4;138;-5547;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;11:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;12:00;9930;630;11185;182;300;3322;-3;141;-5827;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;12:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;12:30;9896;627;11140;192;300;2801;-3;143;-5304;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;12:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;13:00;9983;634;11189;180;307;3106;-3;142;-5571;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;13:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;13:30;9924;632;11182;175;313;2876;-42;141;-5353;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;13:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;14:00;9788;626;11156;182;305;2725;-324;139;-5021;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;14:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;14:30;9628;629;11241;182;285;3159;-323;140;-5686;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;14:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;15:00;9417;626;11181;204;259;2665;-323;140;-5335;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;15:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;15:30;9414;631;11196;198;200;2807;-323;141;-5435;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;15:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;16:00;9435;631;11163;207;132;2771;-323;140;-5285;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;16:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;16:30;9453;624;11158;206;72;2827;-323;140;-5250;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;16:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;17:00;9487;628;11184;200;23;3261;-322;138;-5625;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;17:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;17:30;9879;629;11141;210;9;3336;-323;138;-5260;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;17:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;18:00;10160;635;11198;212;4;4398;-3;135;-6419;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;18:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;18:30;10296;634;11226;223;2;4282;-3;139;-6207;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;18:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;19:00;10487;640;11232;221;1;4781;-3;142;-6526;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;19:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;19:30;10420;640;11234;234;0;4510;-3;140;-6334;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;19:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;20:00;10210;634;11232;228;0;4206;-3;143;-6229;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;20:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;20:30;10018;634;11233;212;0;3759;-4;142;-5959;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;20:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;21:00;9843;635;11233;207;0;3460;-3;141;-5830;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;21:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;21:30;9637;633;11234;211;0;3217;-20;141;-5780;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;21:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;22:00;9413;614;11159;217;0;2769;-164;142;-5324;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;22:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;22:30;9661;598;11126;213;0;2552;-250;142;-4721;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;22:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;23:00;9968;609;11139;209;0;4091;-250;141;-5972;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;23:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;23:30;10098;611;11167;198;0;2989;-250;141;-4758;ND;ND
Auvergne-Rhône-Alpes;Données définitives;02/01/2019;23:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;00:00;9775;634;11178;201;0;2764;-164;138;-4977;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;00:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;00:30;9587;259;11207;194;0;2118;-165;139;-4164;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;00:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;01:00;9305;252;11157;191;0;2048;-324;139;-4157;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;01:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;01:30;9290;251;11157;197;0;1999;-1052;138;-3401;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;01:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;02:00;9312;252;11087;185;0;1736;-1053;141;-3036;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;02:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;02:30;9387;252;11127;175;0;1343;-1379;139;-2270;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;02:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;03:00;9274;252;11109;168;0;1261;-1769;142;-1890;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;03:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;03:30;9219;252;11169;170;0;1299;-1768;140;-2043;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;03:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;04:00;9095;252;11087;168;0;1339;-1769;140;-2121;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;04:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;04:30;9129;252;11136;169;0;1253;-1768;140;-2054;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;04:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;05:00;9179;252;11140;167;0;1353;-1767;141;-2106;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;05:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;05:30;9480;252;11185;157;0;1398;-1288;139;-2363;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;05:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;06:00;9588;255;11205;151;0;1534;-991;138;-2705;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;06:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;06:30;9793;261;11195;155;0;1923;-5;138;-3875;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;06:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;07:00;10039;389;11245;155;0;2660;-4;138;-4545;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;07:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;07:30;10254;561;11272;168;0;2749;-5;137;-4629;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;07:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;08:00;10616;641;11269;159;0;4251;-3;141;-5840;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;08:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;08:30;10633;642;11275;170;0;4014;-3;141;-5605;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;08:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;09:00;10733;645;11272;179;19;4315;-3;133;-5827;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;09:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;09:30;10832;642;11271;174;75;3920;-3;145;-5392;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;09:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;10:00;10854;642;11272;170;148;3905;-3;136;-5414;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;10:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;10:30;10860;639;11269;170;232;4083;-4;137;-5667;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;10:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;11:00;10838;639;11271;176;305;3798;-3;130;-5478;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;11:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;11:30;10899;639;11269;174;368;3794;-3;129;-5470;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;11:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;12:00;10836;639;11263;172;424;3614;-3;135;-5407;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;12:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;12:30;10724;639;11264;170;466;3466;-4;138;-5417;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;12:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;13:00;10745;639;11269;170;487;3468;-3;138;-5424;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;13:15;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;13:30;10655;638;11266;185;487;3186;-3;138;-5240;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;13:45;;;;;;;;;;ND;ND
Auvergne-Rhône-Alpes;Données définitives;03/01/2019;14:00;10453;636;11263;184;464;2733;-3;138;-4961;ND;ND
