Périmètre;Nature;Date;Heures;Consommation;Thermique;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;;
Bretagne;Données définitives;01/01/2019;00:00;3327;234;-;8;0;10;-2;44;3032;ND;ND
Bretagne;Données définitives;01/01/2019;00:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;00:30;3230;252;-;10;0;8;-1;38;2923;ND;ND
Bretagne;Données définitives;01/01/2019;00:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;01:00;3000;251;-;12;0;8;-1;37;2694;ND;ND
Bretagne;Données définitives;01/01/2019;01:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;01:30;2883;246;-;9;0;8;-1;38;2583;ND;ND
Bretagne;Données définitives;01/01/2019;01:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;02:00;2979;250;-;10;0;8;-1;38;2674;ND;ND
Bretagne;Données définitives;01/01/2019;02:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;02:30;2806;241;-;13;0;8;-8;36;2516;ND;ND
Bretagne;Données définitives;01/01/2019;02:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;03:00;2622;240;-;18;0;8;-28;36;2349;ND;ND
Bretagne;Données définitives;01/01/2019;03:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;03:30;2495;240;-;17;0;8;-53;36;2248;ND;ND
Bretagne;Données définitives;01/01/2019;03:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;04:00;2413;239;-;17;0;8;-56;37;2167;ND;ND
Bretagne;Données définitives;01/01/2019;04:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;04:30;2369;239;-;16;0;8;-56;35;2129;ND;ND
Bretagne;Données définitives;01/01/2019;04:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;05:00;2329;238;-;11;0;8;-55;34;2092;ND;ND
Bretagne;Données définitives;01/01/2019;05:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;05:30;2344;239;-;11;0;8;-5;34;2058;ND;ND
Bretagne;Données définitives;01/01/2019;05:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;06:00;2331;243;-;15;0;8;0;35;2030;ND;ND
Bretagne;Données définitives;01/01/2019;06:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;06:30;2413;247;-;17;0;10;-1;35;2105;ND;ND
Bretagne;Données définitives;01/01/2019;06:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;07:00;2413;247;-;19;0;43;-1;34;2071;ND;ND
Bretagne;Données définitives;01/01/2019;07:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;07:30;2445;247;-;23;0;82;-1;35;2058;ND;ND
Bretagne;Données définitives;01/01/2019;07:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;08:00;2443;248;-;28;0;106;-1;35;2026;ND;ND
Bretagne;Données définitives;01/01/2019;08:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;08:30;2448;249;-;32;0;134;-1;36;1998;ND;ND
Bretagne;Données définitives;01/01/2019;08:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;09:00;2436;248;-;35;0;145;-1;35;1975;ND;ND
Bretagne;Données définitives;01/01/2019;09:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;09:30;2439;248;-;43;0;149;-1;34;1966;ND;ND
Bretagne;Données définitives;01/01/2019;09:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;10:00;2498;249;-;51;1;143;-1;37;2018;ND;ND
Bretagne;Données définitives;01/01/2019;10:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;10:30;2523;250;-;49;3;126;-1;37;2059;ND;ND
Bretagne;Données définitives;01/01/2019;10:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;11:00;2575;249;-;41;5;102;-1;36;2144;ND;ND
Bretagne;Données définitives;01/01/2019;11:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;11:30;2634;252;-;38;8;68;-1;35;2234;ND;ND
Bretagne;Données définitives;01/01/2019;11:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;12:00;2706;252;-;43;10;38;-1;36;2329;ND;ND
Bretagne;Données définitives;01/01/2019;12:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;12:30;2834;252;-;47;12;13;-2;37;2475;ND;ND
Bretagne;Données définitives;01/01/2019;12:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;13:00;2943;252;-;55;12;11;-1;37;2577;ND;ND
Bretagne;Données définitives;01/01/2019;13:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;13:30;2829;252;-;59;13;11;-1;37;2459;ND;ND
Bretagne;Données définitives;01/01/2019;13:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;14:00;2762;248;-;64;12;11;-1;36;2393;ND;ND
Bretagne;Données définitives;01/01/2019;14:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;14:30;2683;247;-;68;11;11;-1;36;2310;ND;ND
Bretagne;Données définitives;01/01/2019;14:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;15:00;2596;248;-;64;10;11;-8;36;2237;ND;ND
Bretagne;Données définitives;01/01/2019;15:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;15:30;2568;242;-;80;8;11;-28;35;2221;ND;ND
Bretagne;Données définitives;01/01/2019;15:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;16:00;2573;243;-;77;5;11;-56;35;2258;ND;ND
Bretagne;Données définitives;01/01/2019;16:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;16:30;2576;247;-;77;3;11;-56;35;2259;ND;ND
Bretagne;Données définitives;01/01/2019;16:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;17:00;2612;240;-;79;1;11;-56;35;2302;ND;ND
Bretagne;Données définitives;01/01/2019;17:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;17:30;2692;243;-;83;0;10;-55;36;2375;ND;ND
Bretagne;Données définitives;01/01/2019;17:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;18:00;2885;252;-;86;0;12;-1;37;2499;ND;ND
Bretagne;Données définitives;01/01/2019;18:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;18:30;2953;254;-;92;0;15;0;37;2554;ND;ND
Bretagne;Données définitives;01/01/2019;18:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;19:00;3025;255;-;99;0;15;-1;37;2620;ND;ND
Bretagne;Données définitives;01/01/2019;19:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;19:30;2986;260;-;95;0;30;-1;37;2565;ND;ND
Bretagne;Données définitives;01/01/2019;19:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;20:00;2958;260;-;87;0;90;-1;37;2485;ND;ND
Bretagne;Données définitives;01/01/2019;20:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;20:30;2899;257;-;75;0;113;-1;37;2419;ND;ND
Bretagne;Données définitives;01/01/2019;20:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;21:00;2809;257;-;64;0;138;-1;37;2313;ND;ND
Bretagne;Données définitives;01/01/2019;21:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;21:30;2737;257;-;56;0;150;-1;36;2238;ND;ND
Bretagne;Données définitives;01/01/2019;21:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;22:00;2837;257;-;41;0;153;-1;37;2350;ND;ND
Bretagne;Données définitives;01/01/2019;22:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;22:30;2821;257;-;34;0;144;-1;36;2350;ND;ND
Bretagne;Données définitives;01/01/2019;22:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;23:00;3051;257;-;39;0;131;-1;37;2587;ND;ND
Bretagne;Données définitives;01/01/2019;23:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;01/01/2019;23:30;2886;257;-;39;0;106;-1;36;2449;ND;ND
Bretagne;Données définitives;01/01/2019;23:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;00:00;3138;257;-;40;0;78;-1;37;2727;ND;ND
Bretagne;Données définitives;02/01/2019;00:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;00:30;2990;257;-;36;0;46;-1;38;2615;ND;ND
Bretagne;Données définitives;02/01/2019;00:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;01:00;2746;255;-;33;0;19;-1;37;2403;ND;ND
Bretagne;Données définitives;02/01/2019;01:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;01:30;2647;250;-;30;0;8;-1;38;2322;ND;ND
Bretagne;Données définitives;02/01/2019;01:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;02:00;2751;251;-;31;0;8;-1;37;2425;ND;ND
Bretagne;Données définitives;02/01/2019;02:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;02:30;2617;251;-;40;0;8;-1;38;2282;ND;ND
Bretagne;Données définitives;02/01/2019;02:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;03:00;2482;250;-;42;0;8;-1;38;2144;ND;ND
Bretagne;Données définitives;02/01/2019;03:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;03:30;2414;250;-;50;0;8;-1;37;2070;ND;ND
Bretagne;Données définitives;02/01/2019;03:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;04:00;2372;250;-;58;0;8;-24;36;2044;ND;ND
Bretagne;Données définitives;02/01/2019;04:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;04:30;2392;249;-;60;0;8;-56;36;2094;ND;ND
Bretagne;Données définitives;02/01/2019;04:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;05:00;2412;249;-;70;0;8;-56;36;2105;ND;ND
Bretagne;Données définitives;02/01/2019;05:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;05:30;2511;249;-;81;0;8;-56;36;2193;ND;ND
Bretagne;Données définitives;02/01/2019;05:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;06:00;2577;249;-;95;0;8;-56;35;2246;ND;ND
Bretagne;Données définitives;02/01/2019;06:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;06:30;2786;250;-;104;0;10;-5;35;2391;ND;ND
Bretagne;Données définitives;02/01/2019;06:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;07:00;2888;249;-;105;0;10;-1;34;2489;ND;ND
Bretagne;Données définitives;02/01/2019;07:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;07:30;3040;247;-;114;0;10;-1;36;2633;ND;ND
Bretagne;Données définitives;02/01/2019;07:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;08:00;3129;249;-;119;0;58;-1;35;2670;ND;ND
Bretagne;Données définitives;02/01/2019;08:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;08:30;3240;250;-;115;0;90;-1;35;2751;ND;ND
Bretagne;Données définitives;02/01/2019;08:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;09:00;3306;252;-;115;0;121;-1;34;2786;ND;ND
Bretagne;Données définitives;02/01/2019;09:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;09:30;3317;239;-;119;1;144;-1;33;2781;ND;ND
Bretagne;Données définitives;02/01/2019;09:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;10:00;3378;249;-;111;5;159;-1;35;2821;ND;ND
Bretagne;Données définitives;02/01/2019;10:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;10:30;3363;248;-;109;11;167;-1;35;2795;ND;ND
Bretagne;Données définitives;02/01/2019;10:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;11:00;3378;255;-;100;20;163;-1;35;2806;ND;ND
Bretagne;Données définitives;02/01/2019;11:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;11:30;3409;248;-;103;24;144;-1;34;2856;ND;ND
Bretagne;Données définitives;02/01/2019;11:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;12:00;3464;243;-;111;33;118;-1;34;2925;ND;ND
Bretagne;Données définitives;02/01/2019;12:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;12:30;3535;251;-;116;32;88;-1;35;3014;ND;ND
Bretagne;Données définitives;02/01/2019;12:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;13:00;3609;253;-;122;35;52;-1;36;3112;ND;ND
Bretagne;Données définitives;02/01/2019;13:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;13:30;3455;254;-;119;31;16;-1;35;3003;ND;ND
Bretagne;Données définitives;02/01/2019;13:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;14:00;3432;254;-;114;27;9;-1;35;2994;ND;ND
Bretagne;Données définitives;02/01/2019;14:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;14:30;3396;249;-;119;24;9;-1;33;2962;ND;ND
Bretagne;Données définitives;02/01/2019;14:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;15:00;3294;249;-;114;24;9;-1;33;2864;ND;ND
Bretagne;Données définitives;02/01/2019;15:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;15:30;3260;253;-;116;20;9;-1;33;2829;ND;ND
Bretagne;Données définitives;02/01/2019;15:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;16:00;3267;254;-;110;16;9;-1;34;2846;ND;ND
Bretagne;Données définitives;02/01/2019;16:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;16:30;3269;254;-;126;11;9;-28;35;2862;ND;ND
Bretagne;Données définitives;02/01/2019;16:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;17:00;3321;254;-;124;6;9;-56;34;2950;ND;ND
Bretagne;Données définitives;02/01/2019;17:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;17:30;3413;250;-;117;2;9;-56;35;3057;ND;ND
Bretagne;Données définitives;02/01/2019;17:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;18:00;3617;259;-;101;0;11;-58;33;3270;ND;ND
Bretagne;Données définitives;02/01/2019;18:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;18:30;3698;265;-;112;0;14;-55;35;3327;ND;ND
Bretagne;Données définitives;02/01/2019;18:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;19:00;3793;265;-;103;0;14;-33;36;3408;ND;ND
Bretagne;Données définitives;02/01/2019;19:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;19:30;3730;266;-;97;0;14;-1;35;3319;ND;ND
Bretagne;Données définitives;02/01/2019;19:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;20:00;3620;266;-;98;0;14;-1;36;3207;ND;ND
Bretagne;Données définitives;02/01/2019;20:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;20:30;3491;263;-;103;0;46;-1;35;3045;ND;ND
Bretagne;Données définitives;02/01/2019;20:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;21:00;3375;263;-;98;0;97;-1;35;2882;ND;ND
Bretagne;Données définitives;02/01/2019;21:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;21:30;3259;263;-;91;0;129;-1;35;2742;ND;ND
Bretagne;Données définitives;02/01/2019;21:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;22:00;3370;264;-;91;0;147;-1;33;2836;ND;ND
Bretagne;Données définitives;02/01/2019;22:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;22:30;3351;264;-;86;0;161;-1;35;2807;ND;ND
Bretagne;Données définitives;02/01/2019;22:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;23:00;3593;265;-;91;0;169;-1;34;3034;ND;ND
Bretagne;Données définitives;02/01/2019;23:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;02/01/2019;23:30;3434;266;-;94;0;166;-1;35;2875;ND;ND
Bretagne;Données définitives;02/01/2019;23:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;00:00;3702;266;-;94;0;151;-1;36;3157;ND;ND
Bretagne;Données définitives;03/01/2019;00:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;00:30;3568;266;-;93;0;126;-1;35;3049;ND;ND
Bretagne;Données définitives;03/01/2019;00:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;01:00;3325;265;-;105;0;92;-1;37;2827;ND;ND
Bretagne;Données définitives;03/01/2019;01:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;01:30;3222;261;-;115;0;56;-1;37;2755;ND;ND
Bretagne;Données définitives;03/01/2019;01:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;02:00;3326;259;-;135;0;22;-1;36;2876;ND;ND
Bretagne;Données définitives;03/01/2019;02:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;02:30;3197;258;-;134;0;7;0;36;2762;ND;ND
Bretagne;Données définitives;03/01/2019;02:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;03:00;3044;258;-;128;0;7;-1;35;2618;ND;ND
Bretagne;Données définitives;03/01/2019;03:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;03:30;3003;258;-;132;0;7;-1;34;2574;ND;ND
Bretagne;Données définitives;03/01/2019;03:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;04:00;2969;257;-;131;0;7;-1;35;2540;ND;ND
Bretagne;Données définitives;03/01/2019;04:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;04:30;3003;257;-;130;0;7;-1;31;2580;ND;ND
Bretagne;Données définitives;03/01/2019;04:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;05:00;3033;258;-;136;0;7;-6;34;2603;ND;ND
Bretagne;Données définitives;03/01/2019;05:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;05:30;3159;258;-;150;0;7;-56;35;2765;ND;ND
Bretagne;Données définitives;03/01/2019;05:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;06:00;3248;257;-;158;0;7;-56;34;2848;ND;ND
Bretagne;Données définitives;03/01/2019;06:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;06:30;3485;257;-;178;0;9;-55;34;3063;ND;ND
Bretagne;Données définitives;03/01/2019;06:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;07:00;3618;258;-;188;0;9;-56;35;3184;ND;ND
Bretagne;Données définitives;03/01/2019;07:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;07:30;3809;258;-;215;0;9;-29;35;3321;ND;ND
Bretagne;Données définitives;03/01/2019;07:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;08:00;3878;259;-;218;0;9;-1;34;3359;ND;ND
Bretagne;Données définitives;03/01/2019;08:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;08:30;4013;260;-;211;0;9;-1;35;3499;ND;ND
Bretagne;Données définitives;03/01/2019;08:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;09:00;4064;260;-;216;0;37;-1;34;3517;ND;ND
Bretagne;Données définitives;03/01/2019;09:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;09:30;4051;253;-;228;3;120;-1;34;3414;ND;ND
Bretagne;Données définitives;03/01/2019;09:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;10:00;4069;253;-;223;9;145;-1;35;3406;ND;ND
Bretagne;Données définitives;03/01/2019;10:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;10:30;4045;257;-;199;16;173;-1;35;3366;ND;ND
Bretagne;Données définitives;03/01/2019;10:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;11:00;3990;257;-;166;33;183;-1;34;3320;ND;ND
Bretagne;Données définitives;03/01/2019;11:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;11:30;3969;256;-;133;54;180;-1;35;3313;ND;ND
Bretagne;Données définitives;03/01/2019;11:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;12:00;3933;257;-;105;73;141;-1;36;3321;ND;ND
Bretagne;Données définitives;03/01/2019;12:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;12:30;3943;256;-;113;89;138;-1;37;3311;ND;ND
Bretagne;Données définitives;03/01/2019;12:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;13:00;3912;258;-;134;104;135;-1;37;3244;ND;ND
Bretagne;Données définitives;03/01/2019;13:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;13:30;3723;257;-;164;108;110;-1;35;3049;ND;ND
Bretagne;Données définitives;03/01/2019;13:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;14:00;3644;260;-;194;109;52;-1;35;2995;ND;ND
Bretagne;Données définitives;03/01/2019;14:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;14:30;3566;260;-;185;101;24;-1;36;2961;ND;ND
Bretagne;Données définitives;03/01/2019;14:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;15:00;3454;257;-;179;90;6;-1;35;2889;ND;ND
Bretagne;Données définitives;03/01/2019;15:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;15:30;3386;254;-;187;80;5;-1;35;2825;ND;ND
Bretagne;Données définitives;03/01/2019;15:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;16:00;3410;257;-;186;67;15;-1;35;2851;ND;ND
Bretagne;Données définitives;03/01/2019;16:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;16:30;3417;258;-;162;42;9;-1;35;2911;ND;ND
Bretagne;Données définitives;03/01/2019;16:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;17:00;3482;258;-;150;24;9;-1;34;3007;ND;ND
Bretagne;Données définitives;03/01/2019;17:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;17:30;3583;257;-;156;6;9;-14;36;3132;ND;ND
Bretagne;Données définitives;03/01/2019;17:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;18:00;3837;259;-;186;2;11;-18;36;3361;ND;ND
Bretagne;Données définitives;03/01/2019;18:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;18:30;3937;264;-;193;0;13;-47;35;3479;ND;ND
Bretagne;Données définitives;03/01/2019;18:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;19:00;4073;261;-;203;0;13;-50;35;3610;ND;ND
Bretagne;Données définitives;03/01/2019;19:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;19:30;4002;269;-;210;0;13;-46;36;3520;ND;ND
Bretagne;Données définitives;03/01/2019;19:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;20:00;3888;269;-;216;0;13;-22;35;3378;ND;ND
Bretagne;Données définitives;03/01/2019;20:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;20:30;3764;266;-;211;0;13;-1;35;3240;ND;ND
Bretagne;Données définitives;03/01/2019;20:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;21:00;3653;266;-;211;0;13;-1;36;3128;ND;ND
Bretagne;Données définitives;03/01/2019;21:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;21:30;3556;266;-;205;0;79;-1;35;2971;ND;ND
Bretagne;Données définitives;03/01/2019;21:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;22:00;3656;266;-;202;0;118;-1;35;3035;ND;ND
Bretagne;Données définitives;03/01/2019;22:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;22:30;3625;266;-;190;0;132;-1;35;3003;ND;ND
Bretagne;Données définitives;03/01/2019;22:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;23:00;3865;266;-;173;0;159;-1;36;3232;ND;ND
Bretagne;Données définitives;03/01/2019;23:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;03/01/2019;23:30;3726;266;-;167;0;169;-1;35;3089;ND;ND
Bretagne;Données définitives;03/01/2019;23:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;00:00;3996;266;-;165;0;175;-1;36;3356;ND;ND
Bretagne;Données définitives;04/01/2019;00:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;00:30;3862;266;-;165;0;176;-1;37;3219;ND;ND
Bretagne;Données définitives;04/01/2019;00:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;01:00;3632;267;-;170;0;159;-1;36;3001;ND;ND
Bretagne;Données définitives;04/01/2019;01:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;01:30;3527;260;-;171;0;127;-1;36;2934;ND;ND
Bretagne;Données définitives;04/01/2019;01:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;02:00;3655;258;-;171;0;88;-1;36;3104;ND;ND
Bretagne;Données définitives;04/01/2019;02:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;02:30;3551;258;-;194;0;48;-1;36;3017;ND;ND
Bretagne;Données définitives;04/01/2019;02:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;03:00;3388;258;-;198;0;9;-1;36;2888;ND;ND
Bretagne;Données définitives;04/01/2019;03:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;03:30;3335;258;-;224;0;6;0;34;2814;ND;ND
Bretagne;Données définitives;04/01/2019;03:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;04:00;3311;256;-;245;0;6;0;35;2770;ND;ND
Bretagne;Données définitives;04/01/2019;04:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;04:30;3337;255;-;243;0;6;-1;35;2799;ND;ND
Bretagne;Données définitives;04/01/2019;04:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;05:00;3349;257;-;247;0;6;-1;35;2806;ND;ND
Bretagne;Données définitives;04/01/2019;05:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;05:30;3476;257;-;267;0;6;-1;35;2912;ND;ND
Bretagne;Données définitives;04/01/2019;05:45;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;06:00;3570;257;-;262;0;6;-9;36;3017;ND;ND
Bretagne;Données définitives;04/01/2019;06:15;;;;;;;;;;ND;ND
Bretagne;Données définitives;04/01/2019;06:30;3788;257;-;272;0;8;-55;36;3270;ND;ND
Bretagne;Données définitives;04/01/2019;06:45;;;;;;;;;;ND;ND
