Périmètre;Nature;Date;Heures;Consommation;Thermique;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques
Bretagne;Données définitives;01/01/2016;06:30;2394;141;-;191;0;123;-1;37;1902
Bretagne;Données définitives;01/01/2016;06:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;07:00;2388;142;-;204;0;84;-1;37;1922
Bretagne;Données définitives;01/01/2016;07:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;07:30;2413;142;-;214;0;45;-1;37;1977
Bretagne;Données définitives;01/01/2016;07:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;08:00;2382;140;-;240;0;13;-1;37;1954
Bretagne;Données définitives;01/01/2016;08:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;08:30;2404;139;-;251;0;9;0;37;1968
Bretagne;Données définitives;01/01/2016;08:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;09:00;2374;140;-;271;0;9;-1;37;1917
Bretagne;Données définitives;01/01/2016;09:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;09:30;2343;140;-;273;0;9;-1;37;1884
Bretagne;Données définitives;01/01/2016;09:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;10:00;2365;142;-;306;2;10;-1;37;1871
Bretagne;Données définitives;01/01/2016;10:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;10:30;2407;142;-;330;4;9;-1;37;1886
Bretagne;Données définitives;01/01/2016;10:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;11:00;2458;140;-;392;7;9;-1;37;1874
Bretagne;Données définitives;01/01/2016;11:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;11:30;2521;141;-;428;12;9;-28;37;1921
Bretagne;Données définitives;01/01/2016;11:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;12:00;2571;141;-;473;19;9;-42;36;1933
Bretagne;Données définitives;01/01/2016;12:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;12:30;2684;141;-;500;23;9;-53;37;2026
Bretagne;Données définitives;01/01/2016;12:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;13:00;2788;140;-;515;24;9;-52;36;2115
Bretagne;Données définitives;01/01/2016;13:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;13:30;2655;140;-;547;24;9;-50;37;1948
Bretagne;Données définitives;01/01/2016;13:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;14:00;2556;136;-;553;25;10;-1;37;1796
Bretagne;Données définitives;01/01/2016;14:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;14:30;2499;136;-;578;20;9;0;37;1718
Bretagne;Données définitives;01/01/2016;14:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;15:00;2415;137;-;594;21;9;-1;36;1618
Bretagne;Données définitives;01/01/2016;15:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;15:30;2350;138;-;619;14;65;-2;35;1481
Bretagne;Données définitives;01/01/2016;15:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;16:00;2360;139;-;627;13;133;-1;35;1413
Bretagne;Données définitives;01/01/2016;16:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;16:30;2386;141;-;615;6;150;-1;37;1439
Bretagne;Données définitives;01/01/2016;16:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;17:00;2433;139;-;594;1;168;-1;36;1497
Bretagne;Données définitives;01/01/2016;17:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;17:30;2542;136;-;592;0;173;-1;36;1606
Bretagne;Données définitives;01/01/2016;17:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;18:00;2737;141;-;602;0;157;-1;38;1800
Bretagne;Données définitives;01/01/2016;18:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;18:30;2808;140;-;598;0;133;-1;37;1901
Bretagne;Données définitives;01/01/2016;18:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;19:00;2857;141;-;636;0;103;-1;37;1941
Bretagne;Données définitives;01/01/2016;19:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;19:30;2858;141;-;649;0;68;-1;37;1963
Bretagne;Données définitives;01/01/2016;19:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;20:00;2802;141;-;655;0;32;-1;37;1938
Bretagne;Données définitives;01/01/2016;20:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;20:30;2773;140;-;673;0;9;-2;37;1916
Bretagne;Données définitives;01/01/2016;20:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;21:00;2699;148;-;667;0;9;-1;37;1838
Bretagne;Données définitives;01/01/2016;21:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;21:30;2623;146;-;666;0;9;-1;36;1767
Bretagne;Données définitives;01/01/2016;21:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;22:00;2703;135;-;656;0;9;-1;37;1866
Bretagne;Données définitives;01/01/2016;22:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;22:30;2703;132;-;631;0;3;-1;37;1901
Bretagne;Données définitives;01/01/2016;22:45;;;;;;;;;
Bretagne;Données définitives;01/01/2016;23:00;2931;139;-;668;0;3;-1;37;2086
Bretagne;Données définitives;01/01/2016;23:15;;;;;;;;;
Bretagne;Données définitives;01/01/2016;23:30;2791;139;-;671;0;3;-25;36;1967
Bretagne;Données définitives;01/01/2016;23:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;00:00;3011;137;-;665;0;3;-35;35;2206
Bretagne;Données définitives;02/01/2016;00:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;00:30;2868;125;-;678;0;3;-45;36;2071
Bretagne;Données définitives;02/01/2016;00:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;01:00;2643;125;-;667;0;3;-49;35;1862
Bretagne;Données définitives;02/01/2016;01:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;01:30;2493;126;-;679;0;3;-53;37;1701
Bretagne;Données définitives;02/01/2016;01:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;02:00;2624;126;-;683;0;3;-35;36;1811
Bretagne;Données définitives;02/01/2016;02:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;02:30;2464;131;-;686;0;3;-1;36;1610
Bretagne;Données définitives;02/01/2016;02:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;03:00;2324;137;-;689;0;3;-1;36;1459
Bretagne;Données définitives;02/01/2016;03:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;03:30;2255;139;-;682;0;3;-1;34;1397
Bretagne;Données définitives;02/01/2016;03:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;04:00;2199;139;-;687;0;82;-1;36;1256
Bretagne;Données définitives;02/01/2016;04:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;04:30;2184;138;-;682;0;107;-1;34;1223
Bretagne;Données définitives;02/01/2016;04:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;05:00;2189;135;-;681;0;128;-1;35;1211
Bretagne;Données définitives;02/01/2016;05:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;05:30;2242;143;-;670;0;134;-1;34;1262
Bretagne;Données définitives;02/01/2016;05:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;06:00;2275;143;-;672;0;131;-1;34;1296
Bretagne;Données définitives;02/01/2016;06:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;06:30;2416;143;-;678;0;114;-1;35;1447
Bretagne;Données définitives;02/01/2016;06:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;07:00;2457;141;-;681;0;88;-1;36;1513
Bretagne;Données définitives;02/01/2016;07:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;07:30;2562;144;-;705;0;64;-1;36;1615
Bretagne;Données définitives;02/01/2016;07:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;08:00;2598;142;-;714;0;39;-1;36;1668
Bretagne;Données définitives;02/01/2016;08:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;08:30;2679;142;-;709;0;15;-1;37;1776
Bretagne;Données définitives;02/01/2016;08:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;09:00;2708;143;-;711;0;10;0;37;1808
Bretagne;Données définitives;02/01/2016;09:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;09:30;2747;143;-;715;0;10;-1;36;1843
Bretagne;Données définitives;02/01/2016;09:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;10:00;2790;145;-;717;2;10;-1;37;1881
Bretagne;Données définitives;02/01/2016;10:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;10:30;2836;146;-;710;3;9;-1;35;1934
Bretagne;Données définitives;02/01/2016;10:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;11:00;2868;147;-;723;6;9;-1;34;1950
Bretagne;Données définitives;02/01/2016;11:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;11:30;2968;147;-;723;8;9;-1;35;2046
Bretagne;Données définitives;02/01/2016;11:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;12:00;2999;146;-;713;12;9;-26;36;2109
Bretagne;Données définitives;02/01/2016;12:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;12:30;3075;145;-;718;17;9;-35;36;2186
Bretagne;Données définitives;02/01/2016;12:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;13:00;3146;147;-;708;21;9;-44;35;2269
Bretagne;Données définitives;02/01/2016;13:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;13:30;2994;147;-;706;25;9;-46;35;2118
Bretagne;Données définitives;02/01/2016;13:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;14:00;2874;145;-;705;32;9;-46;35;1994
Bretagne;Données définitives;02/01/2016;14:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;14:30;2838;145;-;692;26;9;-27;35;1957
Bretagne;Données définitives;02/01/2016;14:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;15:00;2675;147;-;704;26;9;0;36;1753
Bretagne;Données définitives;02/01/2016;15:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;15:30;2636;149;-;678;23;9;-1;34;1744
Bretagne;Données définitives;02/01/2016;15:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;16:00;2598;149;-;625;19;10;-2;33;1764
Bretagne;Données définitives;02/01/2016;16:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;16:30;2599;148;-;578;11;79;-1;34;1750
Bretagne;Données définitives;02/01/2016;16:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;17:00;2616;149;-;562;5;95;-1;37;1770
Bretagne;Données définitives;02/01/2016;17:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;17:30;2705;148;-;519;0;116;-1;36;1886
Bretagne;Données définitives;02/01/2016;17:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;18:00;2975;150;-;489;0;122;-1;36;2179
Bretagne;Données définitives;02/01/2016;18:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;18:30;3026;148;-;425;0;113;-1;35;2306
Bretagne;Données définitives;02/01/2016;18:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;19:00;3140;151;-;366;0;104;-1;34;2486
Bretagne;Données définitives;02/01/2016;19:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;19:30;3115;151;-;357;0;90;-1;35;2482
Bretagne;Données définitives;02/01/2016;19:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;20:00;3042;151;-;364;0;65;-1;35;2427
Bretagne;Données définitives;02/01/2016;20:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;20:30;2965;151;-;339;0;42;-1;35;2399
Bretagne;Données définitives;02/01/2016;20:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;21:00;2872;151;-;308;0;18;-1;36;2360
Bretagne;Données définitives;02/01/2016;21:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;21:30;2773;151;-;288;0;10;-1;35;2289
Bretagne;Données définitives;02/01/2016;21:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;22:00;2864;151;-;250;0;10;-1;36;2417
Bretagne;Données définitives;02/01/2016;22:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;22:30;2867;148;-;222;0;10;0;36;2452
Bretagne;Données définitives;02/01/2016;22:45;;;;;;;;;
Bretagne;Données définitives;02/01/2016;23:00;3112;151;-;210;0;10;-1;36;2705
Bretagne;Données définitives;02/01/2016;23:15;;;;;;;;;
Bretagne;Données définitives;02/01/2016;23:30;2962;152;-;215;0;10;-1;35;2551
Bretagne;Données définitives;02/01/2016;23:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;00:00;3209;152;-;211;0;10;-1;35;2803
Bretagne;Données définitives;03/01/2016;00:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;00:30;3055;151;-;199;0;10;-11;35;2671
Bretagne;Données définitives;03/01/2016;00:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;01:00;2827;152;-;188;0;10;-18;35;2460
Bretagne;Données définitives;03/01/2016;01:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;01:30;2654;152;-;212;0;10;-29;35;2275
Bretagne;Données définitives;03/01/2016;01:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;02:00;2735;152;-;222;0;10;-39;35;2355
Bretagne;Données définitives;03/01/2016;02:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;02:30;2601;150;-;239;0;10;-40;36;2207
Bretagne;Données définitives;03/01/2016;02:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;03:00;2451;150;-;253;0;10;-14;36;2016
Bretagne;Données définitives;03/01/2016;03:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;03:30;2300;150;-;286;0;10;-1;34;1820
Bretagne;Données définitives;03/01/2016;03:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;04:00;2243;150;-;306;0;9;-1;35;1743
Bretagne;Données définitives;03/01/2016;04:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;04:30;2223;150;-;327;0;9;-1;34;1703
Bretagne;Données définitives;03/01/2016;04:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;05:00;2190;151;-;334;0;42;-2;34;1631
Bretagne;Données définitives;03/01/2016;05:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;05:30;2214;151;-;410;0;60;-1;35;1560
Bretagne;Données définitives;03/01/2016;05:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;06:00;2214;151;-;447;0;89;-1;34;1494
Bretagne;Données définitives;03/01/2016;06:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;06:30;2307;151;-;512;0;93;-1;35;1517
Bretagne;Données définitives;03/01/2016;06:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;07:00;2317;150;-;566;0;92;-1;36;1473
Bretagne;Données définitives;03/01/2016;07:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;07:30;2390;150;-;647;0;80;-1;36;1478
Bretagne;Données définitives;03/01/2016;07:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;08:00;2391;150;-;688;0;63;-1;36;1454
Bretagne;Données définitives;03/01/2016;08:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;08:30;2476;149;-;698;0;41;-1;36;1553
Bretagne;Données définitives;03/01/2016;08:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;09:00;2502;149;-;708;0;19;-1;35;1591
Bretagne;Données définitives;03/01/2016;09:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;09:30;2539;150;-;693;0;5;-1;35;1656
Bretagne;Données définitives;03/01/2016;09:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;10:00;2612;148;-;695;0;5;-1;35;1730
Bretagne;Données définitives;03/01/2016;10:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;10:30;2683;150;-;686;1;5;-1;34;1807
Bretagne;Données définitives;03/01/2016;10:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;11:00;2752;150;-;667;2;6;-1;34;1894
Bretagne;Données définitives;03/01/2016;11:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;11:30;2820;150;-;654;3;6;-1;34;1973
Bretagne;Données définitives;03/01/2016;11:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;12:00;2867;150;-;654;4;6;-1;34;2020
Bretagne;Données définitives;03/01/2016;12:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;12:30;2999;150;-;586;6;6;-1;34;2217
Bretagne;Données définitives;03/01/2016;12:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;13:00;3064;150;-;548;7;6;-10;36;2327
Bretagne;Données définitives;03/01/2016;13:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;13:30;2879;150;-;499;11;6;-21;36;2198
Bretagne;Données définitives;03/01/2016;13:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;14:00;2704;150;-;438;9;6;-29;36;2094
Bretagne;Données définitives;03/01/2016;14:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;14:30;2625;150;-;434;12;6;-38;36;2025
Bretagne;Données définitives;03/01/2016;14:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;15:00;2490;148;-;372;12;6;-36;36;1952
Bretagne;Données définitives;03/01/2016;15:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;15:30;2422;149;-;350;10;6;0;34;1874
Bretagne;Données définitives;03/01/2016;15:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;16:00;2409;149;-;288;8;6;-1;34;1924
Bretagne;Données définitives;03/01/2016;16:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;16:30;2427;149;-;253;6;6;-1;34;1979
Bretagne;Données définitives;03/01/2016;16:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;17:00;2454;150;-;273;2;6;-1;33;1991
Bretagne;Données définitives;03/01/2016;17:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;17:30;2553;150;-;295;0;34;-1;34;2041
Bretagne;Données définitives;03/01/2016;17:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;18:00;2752;150;-;322;0;71;-1;36;2175
Bretagne;Données définitives;03/01/2016;18:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;18:30;2893;150;-;364;0;82;-1;36;2261
Bretagne;Données définitives;03/01/2016;18:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;19:00;2994;150;-;375;0;82;-1;35;2354
Bretagne;Données définitives;03/01/2016;19:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;19:30;3007;150;-;383;0;78;-1;35;2362
Bretagne;Données définitives;03/01/2016;19:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;20:00;2948;150;-;407;0;63;-1;36;2293
Bretagne;Données définitives;03/01/2016;20:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;20:30;2892;150;-;405;0;55;-1;35;2248
Bretagne;Données définitives;03/01/2016;20:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;21:00;2766;147;-;403;0;42;-1;35;2140
Bretagne;Données définitives;03/01/2016;21:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;21:30;2669;149;-;422;0;25;-1;34;2040
Bretagne;Données définitives;03/01/2016;21:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;22:00;2785;151;-;440;0;9;-1;35;2152
Bretagne;Données définitives;03/01/2016;22:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;22:30;2777;151;-;384;0;7;-1;35;2200
Bretagne;Données définitives;03/01/2016;22:45;;;;;;;;;
Bretagne;Données définitives;03/01/2016;23:00;3068;151;-;384;0;7;0;35;2491
Bretagne;Données définitives;03/01/2016;23:15;;;;;;;;;
Bretagne;Données définitives;03/01/2016;23:30;2916;151;-;387;0;7;-1;35;2336
Bretagne;Données définitives;03/01/2016;23:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;00:00;3197;151;-;386;0;7;-1;35;2619
Bretagne;Données définitives;04/01/2016;00:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;00:30;3077;151;-;417;0;7;-1;36;2467
Bretagne;Données définitives;04/01/2016;00:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;01:00;2825;151;-;396;0;7;-1;36;2235
Bretagne;Données définitives;04/01/2016;01:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;01:30;2710;151;-;383;0;7;-1;35;2135
Bretagne;Données définitives;04/01/2016;01:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;02:00;2826;151;-;390;0;7;-1;35;2244
Bretagne;Données définitives;04/01/2016;02:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;02:30;2697;151;-;397;0;7;-20;37;2126
Bretagne;Données définitives;04/01/2016;02:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;03:00;2544;151;-;385;0;7;-30;36;1995
Bretagne;Données définitives;04/01/2016;03:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;03:30;2445;151;-;416;0;7;-32;35;1868
Bretagne;Données définitives;04/01/2016;03:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;04:00;2392;151;-;394;0;7;-17;36;1821
Bretagne;Données définitives;04/01/2016;04:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;04:30;2401;150;-;388;0;7;-1;36;1821
Bretagne;Données définitives;04/01/2016;04:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;05:00;2436;149;-;419;0;7;0;35;1826
Bretagne;Données définitives;04/01/2016;05:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;05:30;2547;150;-;436;0;7;-1;35;1920
Bretagne;Données définitives;04/01/2016;05:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;06:00;2623;148;-;400;0;8;-1;35;2033
Bretagne;Données définitives;04/01/2016;06:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;06:30;2890;149;-;402;0;43;-1;36;2262
Bretagne;Données définitives;04/01/2016;06:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;07:00;3076;149;-;378;0;59;-1;35;2455
Bretagne;Données définitives;04/01/2016;07:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;07:30;3316;149;-;397;0;59;-1;36;2676
Bretagne;Données définitives;04/01/2016;07:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;08:00;3381;146;-;439;0;62;-1;35;2699
Bretagne;Données définitives;04/01/2016;08:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;08:30;3517;147;-;439;0;62;-1;34;2837
Bretagne;Données définitives;04/01/2016;08:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;09:00;3513;146;-;434;0;55;-1;34;2845
Bretagne;Données définitives;04/01/2016;09:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;09:30;3505;147;-;472;2;47;-1;34;2805
Bretagne;Données définitives;04/01/2016;09:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;10:00;3490;148;-;463;9;33;-1;34;2804
Bretagne;Données définitives;04/01/2016;10:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;10:30;3440;146;-;427;19;20;-1;34;2796
Bretagne;Données définitives;04/01/2016;10:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;11:00;3419;149;-;435;34;9;-2;34;2760
Bretagne;Données définitives;04/01/2016;11:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;11:30;3407;150;-;450;43;9;-1;34;2721
Bretagne;Données définitives;04/01/2016;11:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;12:00;3383;150;-;452;44;9;-1;34;2695
Bretagne;Données définitives;04/01/2016;12:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;12:30;3413;150;-;490;50;9;-1;35;2679
Bretagne;Données définitives;04/01/2016;12:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;13:00;3446;150;-;501;53;10;-1;34;2698
Bretagne;Données définitives;04/01/2016;13:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;13:30;3288;150;-;495;53;10;-1;34;2547
Bretagne;Données définitives;04/01/2016;13:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;14:00;3266;150;-;502;51;10;-1;33;2522
Bretagne;Données définitives;04/01/2016;14:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;14:30;3229;150;-;475;44;10;-5;34;2521
Bretagne;Données définitives;04/01/2016;14:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;15:00;3124;148;-;458;40;11;-17;33;2450
Bretagne;Données définitives;04/01/2016;15:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;15:30;3084;148;-;400;32;11;-25;33;2485
Bretagne;Données définitives;04/01/2016;15:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;16:00;3043;150;-;458;24;11;-32;32;2400
Bretagne;Données définitives;04/01/2016;16:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;16:30;3055;149;-;434;13;11;-31;32;2446
Bretagne;Données définitives;04/01/2016;16:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;17:00;3100;140;-;413;3;11;-4;33;2504
Bretagne;Données définitives;04/01/2016;17:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;17:30;3251;149;-;386;0;11;-1;31;2674
Bretagne;Données définitives;04/01/2016;17:45;;;;;;;;;
Bretagne;Données définitives;04/01/2016;18:00;3454;150;-;394;0;11;-1;33;2866
Bretagne;Données définitives;04/01/2016;18:15;;;;;;;;;
Bretagne;Données définitives;04/01/2016;18:30;3547;151;-;396;0;11;-1;35;2954
Bretagne;Données définitives;04/01/2016;18:45;;;;;;;;;
